sc_goal_min_dist,goal_spawn_clearance,bfs_clearance,inter_drone_min,spawn_mode,density,pct_all10_ok,avg_drone_ok,clean_drone_successes,total_clean_maps,total_discarded,total_fallbacks,avg_actual_density,avg_obs_count,infeasible,recommended_ceiling,ceiling_reason
6.0,1.0,0.5,0.35,scattered,0.15,72.0,9.66,483,50,0,0,0.16042700000000004,19.3,False,NONE,below_90pct
6.0,1.0,0.5,0.35,scattered,0.2,66.0,9.5,475,50,0,0,0.20897562500000003,27.6,False,NONE,below_90pct
6.0,1.0,0.5,0.35,scattered,0.25,60.0,9.42,471,50,0,0,0.2590955000000001,34.64,False,NONE,below_90pct
6.0,1.0,0.5,0.35,scattered,0.3,46.0,8.66,433,50,0,0,0.30693287500000005,41.08,False,NONE,below_90pct
6.0,1.0,0.5,0.35,scattered,0.35,30.0,7.86,393,50,0,0,0.357516875,50.38,False,NONE,below_90pct
6.0,1.0,0.5,0.5,clustered,0.1,98.0,9.98,499,50,0,0,0.11264612500000001,13.6,False,0.3,below_90pct
6.0,1.0,0.5,0.5,clustered,0.15,98.0,9.98,499,50,0,0,0.16042700000000004,19.3,False,0.3,below_90pct
6.0,1.0,0.5,0.5,clustered,0.2,96.0,9.96,498,50,0,0,0.20897562500000003,27.6,False,0.3,below_90pct
6.0,1.0,0.5,0.5,clustered,0.25,98.0,9.8,490,50,0,0,0.2590955000000001,34.64,False,0.3,below_90pct
6.0,1.0,0.5,0.5,clustered,0.3,90.0,9.0,450,50,0,0,0.30693287500000005,41.08,False,0.3,below_90pct
6.0,1.0,0.5,0.5,clustered,0.35,72.0,7.74,387,50,0,0,0.357516875,50.38,False,0.3,below_90pct
6.0,1.0,0.5,0.5,scattered,0.1,84.0,9.84,492,50,0,0,0.11264612500000001,13.6,False,NONE,below_90pct
6.0,1.0,0.5,0.5,scattered,0.15,72.0,9.66,483,50,0,0,0.16042700000000004,19.3,False,NONE,below_90pct
6.0,1.0,0.5,0.5,scattered,0.2,66.0,9.5,475,50,0,0,0.20897562500000003,27.6,False,NONE,below_90pct
6.0,1.0,0.5,0.5,scattered,0.25,57.99999999999999,9.38,469,50,0,0,0.2590955000000001,34.64,False,NONE,below_90pct
6.0,1.0,0.5,0.5,scattered,0.3,46.0,8.66,433,50,0,0,0.30693287500000005,41.08,False,NONE,below_90pct
6.0,1.0,0.5,0.5,scattered,0.35,30.0,7.82,391,50,0,0,0.357516875,50.38,False,NONE,below_90pct
6.0,1.5,0.4,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.4,0.2,clustered,0.15,98.0,9.98,499,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.4,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.4,0.2,clustered,0.25,100.0,10.0,500,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.4,0.2,clustered,0.3,100.0,10.0,500,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.4,0.2,clustered,0.35,88.0,8.8,440,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.4,0.2,scattered,0.1,98.0,9.98,499,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.4,0.2,scattered,0.15,100.0,10.0,500,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.4,0.2,scattered,0.2,94.0,9.86,493,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.4,0.2,scattered,0.25,90.0,9.88,494,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.4,0.2,scattered,0.3,92.0,9.86,493,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.4,0.2,scattered,0.35,64.0,8.92,446,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.4,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.4,0.35,clustered,0.15,98.0,9.98,499,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.4,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.4,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.4,0.35,clustered,0.3,100.0,10.0,500,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.4,0.35,clustered,0.35,88.0,8.8,440,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.4,0.35,scattered,0.1,98.0,9.98,499,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.4,0.35,scattered,0.15,100.0,10.0,500,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.4,0.35,scattered,0.2,94.0,9.86,493,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.4,0.35,scattered,0.25,90.0,9.88,494,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.4,0.35,scattered,0.3,92.0,9.86,493,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.4,0.35,scattered,0.35,64.0,8.92,446,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.4,0.5,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.4,0.5,clustered,0.15,98.0,9.98,499,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.4,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.4,0.5,clustered,0.25,100.0,10.0,500,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.4,0.5,clustered,0.3,100.0,10.0,500,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.4,0.5,clustered,0.35,88.0,8.8,440,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.4,0.5,scattered,0.1,98.0,9.98,499,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.4,0.5,scattered,0.15,100.0,10.0,500,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.4,0.5,scattered,0.2,94.0,9.86,493,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.4,0.5,scattered,0.25,90.0,9.88,494,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.4,0.5,scattered,0.3,92.0,9.88,494,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.4,0.5,scattered,0.35,64.0,8.92,446,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,clustered,0.15,98.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,clustered,0.25,96.0,9.78,489,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,clustered,0.3,96.0,9.6,480,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,clustered,0.35,84.0,8.4,420,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.2,scattered,0.1,96.0,9.96,498,50,0,0,0.11275675000000003,12.88,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.2,scattered,0.15,96.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.2,scattered,0.2,90.0,9.8,490,50,0,0,0.20921100000000004,24.64,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.2,scattered,0.25,74.0,9.64,482,50,0,0,0.258295125,33.88,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.2,scattered,0.3,76.0,9.54,477,50,0,0,0.3072047500000001,43.12,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.2,scattered,0.35,46.0,8.34,417,50,0,0,0.35910300000000006,50.34,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.35,clustered,0.15,98.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.35,clustered,0.2,98.0,9.98,499,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.35,clustered,0.25,96.0,9.78,489,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.35,clustered,0.3,96.0,9.6,480,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.35,clustered,0.35,84.0,8.4,420,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.35,scattered,0.1,96.0,9.96,498,50,0,0,0.11275675000000003,12.88,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.35,scattered,0.15,96.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.35,scattered,0.2,90.0,9.8,490,50,0,0,0.20921100000000004,24.64,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.35,scattered,0.25,74.0,9.64,482,50,0,0,0.258295125,33.88,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.35,scattered,0.3,76.0,9.54,477,50,0,0,0.3072047500000001,43.12,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.35,scattered,0.35,46.0,8.34,417,50,0,0,0.35910300000000006,50.34,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.5,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.5,clustered,0.15,98.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.5,clustered,0.2,98.0,9.98,499,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.5,clustered,0.25,96.0,9.78,489,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.5,clustered,0.3,96.0,9.6,480,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.5,clustered,0.35,84.0,8.4,420,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.44999999999999996,0.5,scattered,0.1,96.0,9.96,498,50,0,0,0.11275675000000003,12.88,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.5,scattered,0.15,96.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.5,scattered,0.2,90.0,9.8,490,50,0,0,0.20921100000000004,24.64,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.5,scattered,0.25,74.0,9.64,482,50,0,0,0.258295125,33.88,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.5,scattered,0.3,76.0,9.56,478,50,0,0,0.3072047500000001,43.12,False,0.2,below_90pct
6.0,1.5,0.44999999999999996,0.5,scattered,0.35,46.0,8.34,417,50,0,0,0.35910300000000006,50.34,False,0.2,below_90pct
6.0,1.5,0.5,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.5,0.2,clustered,0.15,98.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.5,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.5,0.2,clustered,0.25,92.0,9.56,478,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.5,0.2,clustered,0.3,92.0,9.2,460,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.5,0.2,clustered,0.35,70.0,7.36,368,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.5,0.2,scattered,0.1,88.0,9.88,494,50,0,0,0.11275675000000003,12.88,False,NONE,below_90pct
6.0,1.5,0.5,0.2,scattered,0.15,88.0,9.88,494,50,0,0,0.15967525000000005,19.9,False,NONE,below_90pct
6.0,1.5,0.5,0.2,scattered,0.2,82.0,9.66,483,50,0,0,0.20921100000000004,24.64,False,NONE,below_90pct
6.0,1.5,0.5,0.2,scattered,0.25,60.0,9.36,468,50,0,0,0.258295125,33.88,False,NONE,below_90pct
6.0,1.5,0.5,0.2,scattered,0.3,56.00000000000001,9.14,457,50,0,0,0.3072047500000001,43.12,False,NONE,below_90pct
6.0,1.5,0.5,0.2,scattered,0.35,12.0,7.14,357,50,0,0,0.35910300000000006,50.34,False,NONE,below_90pct
6.0,1.5,0.5,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.5,0.35,clustered,0.15,98.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.5,0.35,clustered,0.2,98.0,9.98,499,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.5,0.35,clustered,0.25,92.0,9.56,478,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.5,0.35,clustered,0.3,92.0,9.2,460,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.5,0.35,clustered,0.35,70.0,7.36,368,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.5,0.35,scattered,0.1,88.0,9.88,494,50,0,0,0.11275675000000003,12.88,False,NONE,below_90pct
6.0,1.5,0.5,0.35,scattered,0.15,88.0,9.88,494,50,0,0,0.15967525000000005,19.9,False,NONE,below_90pct
6.0,1.5,0.5,0.35,scattered,0.2,82.0,9.66,483,50,0,0,0.20921100000000004,24.64,False,NONE,below_90pct
6.0,1.5,0.5,0.35,scattered,0.25,60.0,9.36,468,50,0,0,0.258295125,33.88,False,NONE,below_90pct
6.0,1.5,0.5,0.35,scattered,0.3,56.00000000000001,9.14,457,50,0,0,0.3072047500000001,43.12,False,NONE,below_90pct
6.0,1.5,0.5,0.35,scattered,0.35,12.0,7.14,357,50,0,0,0.35910300000000006,50.34,False,NONE,below_90pct
6.0,1.5,0.5,0.5,clustered,0.1,98.0,9.98,499,50,0,0,0.11275675000000003,12.88,False,0.3,below_90pct
6.0,1.5,0.5,0.5,clustered,0.15,98.0,9.96,498,50,0,0,0.15967525000000005,19.9,False,0.3,below_90pct
6.0,1.5,0.5,0.5,clustered,0.2,98.0,9.98,499,50,0,0,0.20921100000000004,24.64,False,0.3,below_90pct
6.0,1.5,0.5,0.5,clustered,0.25,92.0,9.56,478,50,0,0,0.258295125,33.88,False,0.3,below_90pct
6.0,1.5,0.5,0.5,clustered,0.3,92.0,9.2,460,50,0,0,0.3072047500000001,43.12,False,0.3,below_90pct
6.0,1.5,0.5,0.5,clustered,0.35,70.0,7.36,368,50,0,0,0.35910300000000006,50.34,False,0.3,below_90pct
6.0,1.5,0.5,0.5,scattered,0.1,88.0,9.88,494,50,0,0,0.11275675000000003,12.88,False,NONE,below_90pct
6.0,1.5,0.5,0.5,scattered,0.15,86.0,9.86,493,50,0,0,0.15967525000000005,19.9,False,NONE,below_90pct
6.0,1.5,0.5,0.5,scattered,0.2,82.0,9.66,483,50,0,0,0.20921100000000004,24.64,False,NONE,below_90pct
6.0,1.5,0.5,0.5,scattered,0.25,60.0,9.36,468,50,0,0,0.258295125,33.88,False,NONE,below_90pct
6.0,1.5,0.5,0.5,scattered,0.3,56.00000000000001,9.16,458,50,0,0,0.3072047500000001,43.12,False,NONE,below_90pct
6.0,1.5,0.5,0.5,scattered,0.35,12.0,7.12,356,50,0,0,0.35910300000000006,50.34,False,NONE,below_90pct
6.0,2.0,0.4,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.4,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.4,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.4,0.2,clustered,0.25,100.0,10.0,500,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.4,0.2,clustered,0.3,96.0,9.6,480,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.4,0.2,clustered,0.35,88.0,8.8,440,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.4,0.2,scattered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.25,below_90pct
6.0,2.0,0.4,0.2,scattered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.25,below_90pct
6.0,2.0,0.4,0.2,scattered,0.2,94.0,9.94,497,50,0,0,0.20717150000000004,26.52,False,0.25,below_90pct
6.0,2.0,0.4,0.2,scattered,0.25,94.0,9.9,495,50,0,0,0.26052487500000004,31.48,False,0.25,below_90pct
6.0,2.0,0.4,0.2,scattered,0.3,76.0,9.48,474,50,0,0,0.3062893750000001,42.54,False,0.25,below_90pct
6.0,2.0,0.4,0.2,scattered,0.35,68.0,8.94,447,50,0,0,0.35767525000000006,50.7,False,0.25,below_90pct
6.0,2.0,0.4,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.4,0.35,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.4,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.4,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.4,0.35,clustered,0.3,96.0,9.6,480,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.4,0.35,clustered,0.35,88.0,8.8,440,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.4,0.35,scattered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.25,below_90pct
6.0,2.0,0.4,0.35,scattered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.25,below_90pct
6.0,2.0,0.4,0.35,scattered,0.2,94.0,9.94,497,50,0,0,0.20717150000000004,26.52,False,0.25,below_90pct
6.0,2.0,0.4,0.35,scattered,0.25,94.0,9.9,495,50,0,0,0.26052487500000004,31.48,False,0.25,below_90pct
6.0,2.0,0.4,0.35,scattered,0.3,76.0,9.48,474,50,0,0,0.3062893750000001,42.54,False,0.25,below_90pct
6.0,2.0,0.4,0.35,scattered,0.35,68.0,8.94,447,50,0,0,0.35767525000000006,50.7,False,0.25,below_90pct
6.0,2.0,0.4,0.5,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.4,0.5,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.4,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.4,0.5,clustered,0.25,100.0,10.0,500,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.4,0.5,clustered,0.3,96.0,9.6,480,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.4,0.5,clustered,0.35,88.0,8.8,440,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.4,0.5,scattered,0.1,98.0,9.98,499,50,0,0,0.11120800000000003,14.3,False,0.25,below_90pct
6.0,2.0,0.4,0.5,scattered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.25,below_90pct
6.0,2.0,0.4,0.5,scattered,0.2,94.0,9.94,497,50,0,0,0.20717150000000004,26.52,False,0.25,below_90pct
6.0,2.0,0.4,0.5,scattered,0.25,94.0,9.9,495,50,0,0,0.26052487500000004,31.48,False,0.25,below_90pct
6.0,2.0,0.4,0.5,scattered,0.3,76.0,9.46,473,50,0,0,0.3062893750000001,42.54,False,0.25,below_90pct
6.0,2.0,0.4,0.5,scattered,0.35,68.0,8.94,447,50,0,0,0.35767525000000006,50.7,False,0.25,below_90pct
6.0,2.0,0.44999999999999996,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.2,clustered,0.2,98.0,9.98,499,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.2,clustered,0.25,96.0,9.96,498,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.2,clustered,0.3,96.0,9.6,480,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.2,clustered,0.35,84.0,8.4,420,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.2,scattered,0.1,94.0,9.94,497,50,0,0,0.11120800000000003,14.3,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.2,scattered,0.15,94.0,9.94,497,50,0,0,0.15889525000000002,20.72,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.2,scattered,0.2,88.0,9.88,494,50,0,0,0.20717150000000004,26.52,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.2,scattered,0.25,72.0,9.6,480,50,0,0,0.26052487500000004,31.48,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.2,scattered,0.3,62.0,9.32,466,50,0,0,0.3062893750000001,42.54,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.2,scattered,0.35,42.0,8.3,415,50,0,0,0.35767525000000006,50.7,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.35,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.35,clustered,0.2,98.0,9.98,499,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.35,clustered,0.25,96.0,9.96,498,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.35,clustered,0.3,96.0,9.6,480,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.35,clustered,0.35,84.0,8.4,420,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.35,scattered,0.1,92.0,9.92,496,50,0,0,0.11120800000000003,14.3,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.35,scattered,0.15,94.0,9.94,497,50,0,0,0.15889525000000002,20.72,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.35,scattered,0.2,88.0,9.88,494,50,0,0,0.20717150000000004,26.52,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.35,scattered,0.25,72.0,9.6,480,50,0,0,0.26052487500000004,31.48,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.35,scattered,0.3,60.0,9.3,465,50,0,0,0.3062893750000001,42.54,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.35,scattered,0.35,42.0,8.3,415,50,0,0,0.35767525000000006,50.7,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.5,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.5,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.5,clustered,0.2,98.0,9.98,499,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.5,clustered,0.25,96.0,9.96,498,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.5,clustered,0.3,96.0,9.6,480,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.5,clustered,0.35,84.0,8.4,420,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.44999999999999996,0.5,scattered,0.1,90.0,9.9,495,50,0,0,0.11120800000000003,14.3,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.5,scattered,0.15,94.0,9.94,497,50,0,0,0.15889525000000002,20.72,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.5,scattered,0.2,88.0,9.88,494,50,0,0,0.20717150000000004,26.52,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.5,scattered,0.25,72.0,9.6,480,50,0,0,0.26052487500000004,31.48,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.5,scattered,0.3,60.0,9.28,464,50,0,0,0.3062893750000001,42.54,False,0.15,below_90pct
6.0,2.0,0.44999999999999996,0.5,scattered,0.35,42.0,8.3,415,50,0,0,0.35767525000000006,50.7,False,0.15,below_90pct
6.0,2.0,0.5,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11120800000000003,14.3,False,0.3,below_90pct
6.0,2.0,0.5,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.15889525000000002,20.72,False,0.3,below_90pct
6.0,2.0,0.5,0.2,clustered,0.2,92.0,9.92,496,50,0,0,0.20717150000000004,26.52,False,0.3,below_90pct
6.0,2.0,0.5,0.2,clustered,0.25,96.0,9.96,498,50,0,0,0.26052487500000004,31.48,False,0.3,below_90pct
6.0,2.0,0.5,0.2,clustered,0.3,94.0,9.4,470,50,0,0,0.3062893750000001,42.54,False,0.3,below_90pct
6.0,2.0,0.5,0.2,clustered,0.35,80.0,8.0,400,50,0,0,0.35767525000000006,50.7,False,0.3,below_90pct
6.0,2.0,0.5,0.2,scattered,0.1,82.0,9.82,491,50,0,0,0.11120800000000003,14.3,False,NONE,below_90pct
6.0,2.0,0.5,0.2,scattered,0.15,80.0,9.74,487,50,0,0,0.15889525000000002,20.72,False,NONE,below_90pct
6.0,2.0,0.5,0.2,scattered,0.2,80.0,9.76,488,50,0,0,0.20717150000000004,26.52,False,NONE,below_90pct
6.0,2.0,0.5,0.2,scattered,0.25,60.0,9.36,468,50,0,0,0.26052487500000004,31.48,False,NONE,below_90pct
6.0,2.0,0.5,0.2,scattered,0.3,40.0,8.84,442,50,0,0,0.3062893750000001,42.54,False,NONE,below_90pct
